-9.396073818206787109e-01,1.043927124023437500e+03,1.104985839843750000e+03,7.156846875000000000e+05,3.111111186444759369e-02,0.000000000000000000e+00,6.300000000000000000e+01
-8.234700560569763184e-01,8.646817016601562500e+02,1.058758666992187500e+03,5.922676250000000000e+05,3.111111186444759369e-02,0.000000000000000000e+00,6.400000000000000000e+01
-8.918417096138000488e-01,9.007237548828125000e+02,6.524904174804687500e+02,2.896611562500000000e+05,3.111111186444759369e-02,0.000000000000000000e+00,6.500000000000000000e+01
2.100537866353988647e-01,1.058572998046875000e+02,7.300416259765625000e+02,4.503594375000000000e+05,3.111111186444759369e-02,0.000000000000000000e+00,6.600000000000000000e+01
1.451038569211959839e-01,1.374487915039062500e+02,3.405974121093750000e+02,7.881867968750000000e+04,3.111111186444759369e-02,0.000000000000000000e+00,6.800000000000000000e+01
2.097774595022201538e-01,8.829949951171875000e+01,5.534410400390625000e+02,4.163665625000000000e+05,3.111111186444759369e-02,0.000000000000000000e+00,6.700000000000000000e+01
-2.655313253402709961e+00,3.057194824218750000e+02,3.965293884277343750e+02,1.053883593750000000e+05,1.555555593222379684e-02,1.000000000000000000e+00,3.000000000000000000e+01
-7.280423045158386230e-01,5.562470092773437500e+02,2.368223114013671875e+02,1.853629492187500000e+04,4.287499934434890747e-02,1.000000000000000000e+00,2.500000000000000000e+01
-1.062991023063659668e+00,6.394998168945312500e+02,2.083003082275390625e+02,9.739987304687500000e+03,3.111111186444759369e-02,1.000000000000000000e+00,2.600000000000000000e+01
-7.858557701110839844e-01,6.404244995117187500e+02,2.422362670898437500e+02,1.285785058593750000e+04,4.287499934434890747e-02,1.000000000000000000e+00,2.500000000000000000e+01
-1.236107587814331055e+00,1.073282104492187500e+03,3.049084472656250000e+02,1.797606640625000000e+04,3.111111186444759369e-02,1.000000000000000000e+00,2.700000000000000000e+01
-1.177180647850036621e+00,9.939044189453125000e+02,3.272367248535156250e+02,1.109516503906250000e+04,3.111111186444759369e-02,1.000000000000000000e+00,2.800000000000000000e+01
-2.833965778350830078e+00,2.906434936523437500e+02,5.720426635742187500e+02,3.989258437500000000e+05,1.555555593222379684e-02,1.000000000000000000e+00,3.000000000000000000e+01
-1.264940857887268066e+00,1.183482666015625000e+03,3.430820312500000000e+02,3.699370312500000000e+04,3.111111186444759369e-02,1.000000000000000000e+00,2.700000000000000000e+01
-2.674475431442260742e+00,2.636421508789062500e+02,3.685800476074218750e+02,1.372394531250000000e+05,1.555555593222379684e-02,1.000000000000000000e+00,3.000000000000000000e+01
-1.201026439666748047e+00,1.055478271484375000e+03,3.870233459472656250e+02,8.917817968750000000e+04,3.111111186444759369e-02,1.000000000000000000e+00,2.700000000000000000e+01
-2.314409255981445312e+00,2.079336700439453125e+02,3.367994384765625000e+02,9.148635156250000000e+04,1.555555593222379684e-02,1.000000000000000000e+00,2.900000000000000000e+01
-1.194459319114685059e+00,1.021490234375000000e+03,3.128446350097656250e+02,2.774500976562500000e+04,3.111111186444759369e-02,1.000000000000000000e+00,2.800000000000000000e+01
-2.715848445892333984e+00,3.149925537109375000e+02,5.363438720703125000e+02,2.345251718750000000e+05,1.555555593222379684e-02,1.000000000000000000e+00,3.000000000000000000e+01
-2.626838207244873047e+00,2.710164489746093750e+02,5.424451904296875000e+02,3.232194062500000000e+05,1.555555593222379684e-02,1.000000000000000000e+00,3.000000000000000000e+01
-9.514143466949462891e-01,9.500026855468750000e+02,2.130731506347656250e+02,1.203446777343750000e+04,4.287499934434890747e-02,1.000000000000000000e+00,2.500000000000000000e+01
-7.536196708679199219e-01,5.586094970703125000e+02,2.256275787353515625e+02,1.175180273437500000e+04,4.287499934434890747e-02,1.000000000000000000e+00,2.500000000000000000e+01
